,distributed_test_accuracy,distributed_test_loss
0,0.01892452398175559,4.126691075530926
1,0.02456288587517046,4.112030173558374
2,0.02456288587517046,4.099660575180609
3,0.026663505706950665,4.096988628549177
4,0.026663505706950662,4.098319741581376
5,0.026663505706950665,4.100187369944323
6,0.026663505706950665,4.101153574669857
7,0.026663505706950665,4.101593591110265
8,0.026663505706950662,4.101696620489648
9,0.02666350570695067,4.10175603802414
10,0.026663505706950662,4.1019324930941155
11,0.026663505706950662,4.103471044579761
12,0.025267212540094546,4.104071659965973
13,0.02456288587517046,4.1057336241870805
14,0.024562885875170457,4.1047545384929895
15,0.026663505706950662,4.10155388075684
16,0.026663505706950665,4.101702117172474
17,0.02666350570695067,4.1041943549369755
18,0.026663505706950665,4.119217414370889
19,0.026663505706950662,4.104196440725842
20,0.026663505706950665,4.101299730998523
21,0.026663505706950665,4.10266349208246
22,0.026663505706950665,4.101453164881307
23,0.026663505706950662,4.101702471047112
24,0.026663505706950665,4.102587899657758
25,0.026663505706950665,4.101102030853756
26,0.026663505706950665,4.1007438889471475
27,0.026663505706950665,4.102267721886613
28,0.026663505706950662,4.1017984718529075
29,0.026663505706950662,4.102598410365124
30,0.026663505706950665,4.101727541383925
31,0.026663505706950662,4.103384713620243
32,0.026663505706950665,4.10112604780829
33,0.024562885875170457,4.1007660628662235
34,0.02456288587517046,4.100602845882381
35,0.02456288587517046,4.100566349602959
36,0.02456288587517046,4.100550082854921
37,0.02456288587517046,4.100552855919796
38,0.024864696740361604,4.100589414932665
39,0.02456288587517046,4.100651011810298
40,0.02456288587517046,4.100770490135481
41,0.024562885875170457,4.100841987702718
42,0.02456288587517046,4.1009776667970455
43,0.02456288587517046,4.101106856710419
44,0.02456288587517046,4.10115391751075
45,0.02456288587517046,4.101319751976297
46,0.02456288587517046,4.101452258806551
47,0.02456288587517046,4.101601618806015
48,0.024562885875170457,4.101674718394255
49,0.02456288587517046,4.1017946008910595
50,0.02456288587517046,4.101942055668677
51,0.02456288587517046,4.102027994150229
52,0.02456288587517046,4.102223655761338
53,0.02456288587517046,4.102323986485556
54,0.02456288587517046,4.102469597383456
55,0.02456288587517046,4.102569625067608
56,0.02456288587517046,4.102685218136678
57,0.024562885875170457,4.102797337176406
58,0.024562885875170457,4.102887962831926
